id,name,city,country
1962,Catalina Navarro,São Paulo,Brazil
1963,Ana García,Rosario,Argentina
1964,Ian Williams,Melbourne,Australia
1965,Dimitrios Manikas,Patras,Greece
1966,Ibrahim Canaan,Mashhad,Iran
1967,Lauren Anderson,Semarang,Indonesia
1968,Gabriela Gutiérrez,Porto,Portugal
1969,Sigrid Halvorsen,Stockholm,Sweden
1970,Ahmed Nur,Kermanshah,Iran
1971,Zoe Brown,Makassar,Indonesia
1972,Ji Hoon Kim,Seoul,South Korea
1973,Fredrik Pedersen,Gothenburg,Sweden
1974,Carol García,Bilbao,Spain
1975,Mikhail Sidorov,Moscow,Russia
1976,Natalia Sokolova,Samara,Russia
1977,Adríana Flores,Rosario,Argentina
1978,Harald Larsen,Osio,Norway
1979,Xenia González,Bogotá,Colombia
1980,Mariam Rahman,Faisalabad,Pakistan
1981,Maximilian Krause,Hamburg,Germany
1982,Raniya Rahman,Giza,Egypt
1983,César Díaz,Puebla,Mexico
1984,Piotr Kowalski,Lublin,Poland
1985,Zoe Kosta,Thessaloniki,Greece
1986,María Pérez,Cartagena,Colombia
1987,Juan Carlos Ruiz,Isla Ratón,Venezuela
1988,Erin Taylor,Bandung,Indonesia
1989,Eli Daham,Haifa,Israel
1990,Matteo Ricci,Florence,Italy
1991,Chi Song,Guangzhou,China
1992,Da-Xia Wang,Shanghai,China
1993,Antonio Simoni,Florence,Italy
1994,Soo Song,Daegu,South Korea
1995,Priyamvada Kadam,Chennai,India
1996,London Lewis,Chicago,United States
1997,Carlos Chávez,Guayana City,Venezuela
1998,Ana Domínguez,Lisbon,Portugal
1999,Flynn Olson,Toronto,Canada
2000,Hui Ying Xu,Chengdu,China
2001,Varella Antinos,Thessaloniki,Greece
2002,Berat Gul,Antalya,Turkey
2003,Minsu Chun,Daegu,South Korea
2004,Vladimir Pavlov,Saint Petersburg,Russia
2005,Stacy Hart,Quebec City,Canada
2006,Gretta Pedersen,Osio,Norway
2007,Piero Kosta,Athens,Greece
2008,Paulina Wróbel,Kraków,Poland
2009,Priya Rangan,Jaipur,India
2010,María Sánchez,São Paulo,Brazil
2011,Molly Wilson,Liverpool,United Kingdom
2012,Oscar Murphy,Edenburgh,Scotland
2013,Marni Ben-David,Haifa,Israel
2014,Iman Dambuza,Durban,South Africa
2015,Dieter Neumann,Berlin,Germany
2016,Analucía Ruiz,Mérida,Mexico
2017,Scottie Stewart,Glasgow,Scotland
2018,Hiroki Yamada,Tokyo,Japan
2019,Stefan Weiss,Hamburg,Germany
2020,Paul Anderson,Semarang,Indonesia
2021,Gordon Gibson,Dundee,Scotland
2022,Nathan Peeters,Antwerp,Belgium
2023,Paul Thompson,Canberra,Australia
2024,Abioye Mazibuko,Pretoria,South Africa
2025,Ana Hernández,Guayana City,Venezuela
2026,Xue Song,Beijing,China
2027,Li Ming Ye,Guangzhou,China
2028,Sergey Solovyov,Saint Petersburg,Russia
2029,Edyta Nowak,Wrocław,Poland
2030,Rodrigo Guzmán,Maracay,Venezuela
2031,Kasindra Okafor,Pretoria,South Africa
2032,Bernhard Schneider,Berlin,Germany
2033,Colin O'Neill,Cork,Ireland
2034,Makoto Yamashita,Osaka,Japan
2035,Tareq Imad,Luxor,Egypt
2036,Katsume Ogawa,Kyoto,Japan
2037,Malika Shazad,Giza,Egypt
2038,Kalee Khan,Mumbai,India
2039,Natalia Kuznetsova,Chelyabinsk,Russia
2040,Marcos Martínez,Manaus,Brazil
2041,Roberta Ferrari,Pisa,Italy
2042,Magnus Larsen,Gothenburg,Sweden
2043,Simran Mehta,Jaipur,India
2044,Zhi Yang,Guangzhou,China
2045,Juanita Torres,Bogotá,Colombia
2046,Osman Agcay,Antalya,Turkey
2047,Shaiming Ho,Chengdu,China
2048,Begum Arat,Istanbul,Turkey
2049,Marina Solovyova,Mariupol,Ukraine
2050,Fernando Hernández,Bilbao,Spain
2051,Eduardo Ramírez,Cartagena,Colombia
2052,Ricardo Fernández,Barcelona,Spain
2053,Mamadou Kekana,Pretoria,South Africa
2054,Khadija Khoury,Tehran,Iran
2055,Hugo Serrano,Bilbao,Spain
2056,Bernhard Wolf,Cologne,Germany
2057,Humberto García,Cartagena,Colombia
2058,Makoto Hasegawa,Osaka,Japan
2059,Amiyah Gavde,Mumbai,India
2060,Jorge Rodriguez,Bilbao,Spain
2061,Lewis Davies,Manchester,United Kingdom
2062,Eleni Nicolo,Athens,Greece
2063,Raniya Turk,Cairo,Egypt
2064,Eva VanDyke,Delft,Netherlands
2065,Sarah Johnson,Sidney,Australia
2066,Jens Van Damme,Antwerp,Belgium
2067,Ananda Singh,Jaipur,India
2068,Matteo Simoni,Pisa,Italy
2069,Juan Domínguez,Bilbao,Spain
2070,Jordan Cox,Miami,United States
2071,Ana Medina,Cartagena,Colombia
2072,Lisa Burton,Miami,United States
2073,Inès Fontaine,Antwerp,Belgium
2074,Willem Dekker,Amsterdam,Netherlands
2075,Léa Timmermans,Leuven,Belgium
2076,Ali Majid,Kermanshah,Iran
2077,Silvia Vega,Santa Marta,Colombia
2078,Tracy Gallagher,Dublin,Ireland
2079,Owen White,London,United Kingdom
2080,Juan Carlos Vega,Puebla,Mexico
2081,Mariam Mansoor,Alexandria,Egypt
2082,Ophelia Panagakos,Thessaloniki,Greece
2083,Mira Altin,Istanbul,Turkey
2084,Esperanza Castro,Valencia,Spain
2085,Ingrid Johnson,Gothenburg,Sweden
2086,Javier Martinez,Maracay,Venezuela
2087,Lillian Johansen,Trondheim,Norway
2088,Mohammed Haidar,Tehran,Iran
2089,Manolo Martínez,Lisbon,Portugal
2090,George Hughes,Burmingham,United Kingdom
2091,Félix González,Guayana City,Venezuela
2092,Angela Cancellara,Pisa,Italy
2093,Vanya Sokolov,Chelyabinsk,Russia
2094,Eva Guseva,Kharkiv,Ukraine
2095,Ji Woo Han,Daegu,South Korea
2096,Seamus O'Reilly,Limerick,Ireland
2097,Konstantin Chepurnov,Chelyabinsk,Russia
2098,Adam Woźniak,Warsaw,Poland
2099,Gustave André,Paris,France
2100,Mary Gray,Dundee,Scotland
2101,Daniela Suárez,Rio de Janeiro,Brazil
2102,Mariam Nabil,Luxor,Egypt
2103,Shivani Banerjee,Chennai,India
2104,Yazmira Gul,Antalya,Turkey
2105,Dirk De Jong,Rotterdam,Netherlands
2106,Dirk Meer,Amsterdam,Netherlands
2107,Fredrik Jacobsen,Osio,Norway
2108,Emma Johnson,Manchester,United Kingdom
2109,Laura Nelson,Los Angeles,United States
2110,Rubén Santiago,Isla Ratón,Venezuela
2111,Xue Zhao,Shanghai,China
2112,Roberto Ramos,Madrid,Spain
2113,Miguel Serrano,São Paulo,Brazil
2114,Rune Pedersen,Gothenburg,Sweden
2115,Caitlin McCarthy,Limerick,Ireland
2116,Silvia García,Evora,Portugal
2117,Rosa Guzmán,Puebla,Mexico
2118,Agathe Roux,Bordeaux,France
2119,Beril Öztürk,Bursa,Turkey
2120,Léa Leroy,Leuven,Belgium
2121,Emilio Chávez,Isla Ratón,Venezuela
2122,Jesús Chávez,Buenos Aires,Argentina
2123,Víctor Soto,Mendoza,Argentina
2124,Ana Rivera,Guayana City,Venezuela
2125,Jana Hauffman,Berlin,Germany
2126,Yolanda Castro,Barcelona,Spain
2127,Encarnación Martinez,Bogotá,Colombia
2128,Shahar Peretz,Petah Tikva,Israel
2129,Hoda Shazad,Tabriz,Iran
2130,Willem Smits,Utrecht,Netherlands
2131,Amy Williams,Jakarta,Indonesia
2132,Vicente Torres,São Paulo,Brazil
2133,Blanka Jaworska,Warsaw,Poland
2134,Soon Bok Choi,Busan,South Korea
2135,Woojin Yoon,Busan,South Korea
2136,Safiya Hashim,Luxor,Egypt
2137,Huseyin Altan,Izmir,Turkey
2138,Tova Klein,Haifa,Israel
2139,Margarita Martínez,Madrid,Spain
2140,Victor Fernández,Braga,Portugal
2141,Naima Isra,Tabriz,Iran
2142,Analucía Márquez,Santa Marta,Colombia
2143,Cali Rangarajan,Delhi,India
2144,Leah Williams,Manchester,United Kingdom
2145,Élise Aerts,Namur,Belgium
2146,María Fernández,Evora,Portugal
2147,Tao Peng,Guangzhou,China
2148,Elsa García,Santa Marta,Colombia
2149,Esha Kapur,Chennai,India
2150,Isabel Díaz,Porto,Portugal
2151,Nikola Kozłowska,Wrocław,Poland
2152,Fayola Cissoko,Durban,South Africa
2153,Rosana Álvarez,Barcelona,Spain
2154,Shen Guo,Beijing,China
2155,Rodrigo Flores,Cartagena,Colombia
2156,Lina Vandenberg,Antwerp,Belgium
2157,Takumi Miyamoto,Tokyo,Japan
2158,Dominika Jabłońska,Wrocław,Poland
2159,Mustapha Nasim,Mashhad,Iran
2160,Fang Yin Sun,Guangzhou,China
2161,Sarah Rahman,Tabriz,Iran
2162,Isabella Rizzo,Rome,Italy
2163,Juan Álvarez,Madrid,Spain
2164,Elin Larsen,Stockholm,Sweden
2165,Helen Martin,Manchester,United Kingdom
2166,Lucía Rodriguez,Madrid,Spain
2167,Isingoma Mensah,Durban,South Africa
2168,Feng Wu,Guangzhou,China
2169,Iván Garza,Guayana City,Venezuela
2170,Kate Williams,London,United Kingdom
2171,Joo Park,Seoul,South Korea
2172,Cyril Katsaros,Corinth,Greece
2173,Safiya Asad,Kermanshah,Iran
2174,Chi Gao,Beijing,China
2175,Hendrik Dekker,Amsterdam,Netherlands
2176,Javier Márquez,Isla Ratón,Venezuela
2177,Keith King,Newcastle,Australia
2178,Silvio Ferrari,Florence,Italy
2179,Luca Basso,Florence,Italy
2180,Léa Peeters,Namur,Belgium
2181,Jack O'Doherty,Cork,Ireland
2182,Nasreem Haddad,Multan,Pakistan
2183,Johannes Mulder,Rotterdam,Netherlands
2184,Halima Kebbe,Pretoria,South Africa
2185,Arthur Verhoeven,Brussels,Belgium
2186,Lucía Serrano,Porto,Portugal
2187,Santiago Torres,Caracas,Venezuela
2188,Konrad Weiss,Munich,Germany
2189,Anders Berg,Stockholm,Sweden
2190,Shane White,Los Angeles,United States
2191,Kasindra Fofana,Cape Town,South Africa
2192,Elisabeth Buskirk,Amsterdam,Netherlands
2193,Karima Nabil,Lahore,Pakistan
2194,Paula Kelly,Newcastle,Australia
2195,Aiko Aoki,Kyoto,Japan
2196,Esha Rao,Delhi,India
2197,Lok Peng,Guangzhou,China
2198,Isabella Russo,Florence,Italy
2199,Patrick Murray,Dublin,Ireland
2200,Said Aziz,Lahore,Pakistan
2201,Adrien Wouters,Antwerp,Belgium
2202,Hamza Nabil,Luxor,Egypt
2203,Ahmed Isra,Tabriz,Iran
2204,Nick Boyd,Chicago,United States
2205,César Soto,Córdoba,Argentina
2206,Nikhil Bose,Jaipur,India
2207,Anastasiya Lebedeva,Mariupol,Ukraine
2208,Tareq Kharam,Luxor,Egypt
2209,Megan Spencer,Los Angeles,United States
2210,Lillian Andersen,Uppsala,Sweden
2211,Emilio Díaz,Maracay,Venezuela
2212,Stig Halvorsen,Trondheim,Norway
2213,Adríana Hernández,Cartagena,Colombia
2214,Ana Vega,Maracay,Venezuela
2215,Else Schmidt,Munich,Germany
2216,Bjarne Olsen,Trondheim,Norway
2217,Sarah Anderson,Newcastle,Australia
2218,Johanna Dekker,Rotterdam,Netherlands
2219,Sarah Wilson,Melbourne,Australia
2220,Guadalupe Moreno,Monterrey,Mexico
2221,Arthur Dupont,Brussels,Belgium
2222,Patricia Delgado,Guayana City,Venezuela
2223,Camille Peeters,Namur,Belgium
2224,Karima Haidar,Mashhad,Iran
2225,Martin Hauffman,Cologne,Germany
2226,Vesna Nicolo,Athens,Greece
2227,Cameron Donaldson,Edenburgh,Scotland
2228,Mickey Hayes,Vancouver,Canada
2229,Rory Gray,Aberdeen,Scotland
2230,Gabriel López,Guayana City,Venezuela
2231,Esmerelda Ruiz,Puebla,Mexico
2232,Katia Flores,Mendoza,Argentina
2233,Emma Mertens,Leuven,Belgium
2234,Lucas Willems,Namur,Belgium
2235,Viktor Golubev,Saint Petersburg,Russia
2236,Sakura Murakami,Osaka,Japan
2237,Mikhail Chepurnov,Mariupol,Ukraine
2238,Sibyl Katsaros,Thessaloniki,Greece
2239,Said Imad,Multan,Pakistan
2240,Raniya Nasim,Karachi,Pakistan
2241,Duncan McKay,Dundee,Scotland
2242,Ephraim Friedman,Petah Tikva,Israel
2243,Khadija Asad,Cairo,Egypt
2244,Safiya Majid,Luxor,Egypt
2245,Leah Robinson,Burmingham,United Kingdom
2246,Andrea Gallo,Florence,Italy
2247,Denise Murray,Vancouver,Canada
2248,Misaki Yamada,Osaka,Japan
2249,Sharon Meyers,Los Angeles,United States
2250,Ivan Golubev,Chelyabinsk,Russia
2251,Ramón Ruiz,Fortaleza,Brazil
2252,Maricruz Valdéz,Guayana City,Venezuela
2253,Hassan Jalaal,Tehran,Iran
2254,Fernando Ramos,Fortaleza,Brazil
2255,Mariam Ghaffar,Karachi,Pakistan
2256,Karin Johansen,Stavanger,Norway
2257,Olga Petrova,Kharkiv,Ukraine
2258,Abhijit Chavan,Mumbai,India
2259,Calvin Sullivan,Quebec City,Canada
2260,Maria Lekas,Thessaloniki,Greece
2261,Antonio Costa,Bologna,Italy
2262,Yagmur Altun,Izmir,Turkey
2263,Gilbert Thomas,Bordeaux,France
2264,Martina Weber,Berlin,Germany
2265,Ananya Singh,Jaipur,India
2266,Susanna Kozlova,Mariupol,Ukraine
2267,Emma Dupont,Namur,Belgium
2268,Fatima Kharam,Alexandria,Egypt
2269,Ingrid Berg,Helsingborg,Sweden
2270,Thérèse Laurent,Nice,France
2271,Mary Johnson,Semarang,Indonesia
2272,Marni Cohen,Petah Tikva,Israel
2273,Amy Robinson,Jakarta,Indonesia
2274,Stefan Werner,Berlin,Germany
2275,Paul Harris,Melbourne,Australia
2276,Hoda Canaan,Tabriz,Iran
2277,Mi Cha Hong,Incheon,South Korea
2278,Lina Krishnan,Delhi,India
2279,Gary Hunter,Toronto,Canada
2280,Rob Dunn,Miami,United States
2281,Maximilian Schneider,Hamburg,Germany
2282,Isoke Mawakizi,Polokwane,South Africa
2283,Pieter DeWitt,Amsterdam,Netherlands
2284,Shin Yamaguchi,Tokyo,Japan
2285,Leticia Santiago,Buenos Aires,Argentina
2286,Youssef Shazad,Faisalabad,Pakistan
2287,Colette Bernard,Paris,France
2288,Dominga Ruiz,Monterrey,Mexico
2289,Thierry Fournier,Bordeaux,France
2290,Yasin Yilmaz,Antalya,Turkey
2291,Charlotte Hunter,Dundee,Scotland
2292,Vanya Vasilyev,Samara,Russia
2293,Beth Taylor,Jakarta,Indonesia
2294,Andrea Giordano,Bologna,Italy
2295,Ava Ben-David,Haifa,Israel
2296,Gretta Andersen,Stockholm,Sweden
2297,Lucy Davies,Liverpool,United Kingdom
2298,Hwang Shin,Busan,South Korea
2299,Suresh Banerjee,Mumbai,India
2300,Niels Vandenberg,Brussels,Belgium
2301,Carlos Delgado,Maracay,Venezuela
2302,Graciela Medina,Mérida,Mexico
2303,Aleksandr Bogdanov,Chelyabinsk,Russia
2304,Xenia Sanchez,Mendoza,Argentina
2305,Amiyah Mistry,Mumbai,India
2306,Mikołaj Wróbel,Kraków,Poland
2307,Mahmoud Suleiman,Lahore,Pakistan
2308,Sizwe Ondede,Polokwane,South Africa
2309,Juan Márquez,Isla Ratón,Venezuela
2310,Kari Larsen,Stockholm,Sweden
2311,Hans Jansen,Utrecht,Netherlands
2312,Esmerelda García,Cali,Colombia
2313,Paula Williams,Canberra,Australia
2314,Talya Bilgin,Izmir,Turkey
2315,Emma Verhoeven,Leuven,Belgium
2316,Victor Fernández,São Paulo,Brazil
2317,Francesca Lombardi,Rome,Italy
2318,Naima Mansoor,Luxor,Egypt
2319,Rodrigo Soto,Isla Ratón,Venezuela
2320,Yong Sun Jang,Busan,South Korea
2321,Mi Cha Kim,Seoul,South Korea
2322,Leticia Flores,Mendoza,Argentina
2323,Mariam Kharam,Faisalabad,Pakistan
2324,Santiago Martinez,Mexico City,Mexico
2325,Paul Williams,Liverpool,United Kingdom
2326,Nasreem Nur,Tehran,Iran
2327,Malachi Rosenberg,Acre,Israel
2328,Ian Johnson,Canberra,Australia
2329,Cameron Hill,Edenburgh,Scotland
2330,Marie Verhoeven,Namur,Belgium
2331,Abhijit Sarin,Jaipur,India
2332,Naima Turk,Luxor,Egypt
2333,Dominga Sanchez,Buenos Aires,Argentina
2334,Priya Pawar,Mumbai,India
2335,George Taylor,Liverpool,United Kingdom
2336,Beth Thompson,Newcastle,Australia
2337,Heinrich Braun,Munich,Germany
2338,Iman Digkale,Polokwane,South Africa
2339,Hélène Mercier,Paris,France
2340,Enrique Martinez,Mexico City,Mexico
2341,Ananya Singh,Delhi,India
2342,Sarah Nur,Multan,Pakistan
2343,Gertrud Lange,Cologne,Germany
2344,Alejandro Vargas,Isla Ratón,Venezuela
2345,Akemi Nakamura,Kyoto,Japan
2346,Erin Gordon,Toronto,Canada
2347,Rubén Guzmán,Isla Ratón,Venezuela
2348,Svein Karlsen,Helsingborg,Sweden
2349,Hugo González,Fortaleza,Brazil
2350,Rana Adivar,Istanbul,Turkey
2351,Román Moreno,Mendoza,Argentina
2352,Analucía López,Maracay,Venezuela
2353,Isabella Moretti,Bologna,Italy
2354,Simran Pillai,Jaipur,India
2355,Tristan Moreau,Nice,France
2356,Xenia Valdéz,Rosario,Argentina
2357,Ibrahim Mufaddal,Kermanshah,Iran
2358,Leticia López,Cali,Colombia
2359,Lily Sutherland,Dundee,Scotland
2360,Kim Lawrence,Miami,United States
2361,Zoe Metaxas,Corinth,Greece
2362,Edyta Zając,Kraków,Poland
2363,Thérèse Fournier,Paris,France
2364,Inés Serrano,Evora,Portugal
2365,Igor Kwiatkowski,Kraków,Poland
2366,Margarita Suárez,Valencia,Spain
2367,Analucía Rodriguez,Buenos Aires,Argentina
2368,Sam Ward,Chicago,United States
2369,Mariam Hashim,Lahore,Pakistan
2370,Abdullah Majid,Kermanshah,Iran
2371,Maria DeWitt,Utrecht,Netherlands
2372,Khaled Aziz,Tehran,Iran
2373,Maria Ignatyeva,Moscow,Russia
2374,James Robinson,Melbourne,Australia
2375,Yvonne Flores,Monterrey,Mexico
2376,Yoko Yamada,Osaka,Japan
2377,Kate Daly,Dublin,Ireland
2378,Malika Canaan,Karachi,Pakistan
2379,Soo Park,Incheon,South Korea
2380,Hyun Song,Busan,South Korea
2381,Maria Zaytseva,Kyiv,Ukraine
2382,Sarah Brown,Bandung,Indonesia
2383,Jay Williams,Bandung,Indonesia
2384,Encarnación Hernández,Monterrey,Mexico
2385,Abby Robinson,Manchester,United Kingdom
2386,Yong Sun Liu,Seoul,South Korea
2387,Charles Jackson,Manchester,United Kingdom
2388,Avi Rosenberg,Acre,Israel
2389,John Wilson,Semarang,Indonesia
2390,Rachid Hashim,Giza,Egypt
2391,Aileen Connolly,Dublin,Ireland
2392,Dara Kelly,Cork,Ireland
2393,Yusuf Basturk,Istanbul,Turkey
2394,Devorah Peretz,Acre,Israel
2395,Khadija Majid,Tabriz,Iran
2396,Zoe Williams,Canberra,Australia
2397,Carol Armstrong,Chicago,United States
2398,Isabel Sutherland,Aberdeen,Scotland
2399,Heidi Berg,Helsingborg,Sweden
2400,Adriana De Jong,Utrecht,Netherlands
2401,Park Shen,Beijing,China
2402,Élisabeth André,Bordeaux,France
2403,Paul Martin,Semarang,Indonesia
2404,Aristo Zervas,Thessaloniki,Greece
2405,Soo Hong,Incheon,South Korea
2406,Abby Clarke,London,United Kingdom
2407,Tina Riley,Quebec City,Canada
2408,Patrick O'Connell,Dublin,Ireland
2409,Tomasz Jaworski,Lublin,Poland
2410,Takumi Nakagawa,Kyoto,Japan
2411,Behram Agcay,Istanbul,Turkey
2412,Abdullah Isra,Karachi,Pakistan
2413,Carol González,Valencia,Spain
2414,Pavlos Thanos,Corinth,Greece
2415,Rodrigo Chávez,Maracay,Venezuela
2416,Maxim Kozlov,Kharkiv,Ukraine
2417,Ewan Robertson,Edenburgh,Scotland
2418,Maggie MacLeod,Aberdeen,Scotland
2419,Derin Adin,Bursa,Turkey
2420,William Roberts,Los Angeles,United States
2421,Adolfo Navarro,Braga,Portugal
2422,Sigurd Hagen,Bergen,Norway
2423,Marcos Romero,Rio de Janeiro,Brazil
2424,Katsume Nakagawa,Osaka,Japan
2425,Silvia Rivera,Mexico City,Mexico
2426,Min Ji Kwan,Seoul,South Korea
2427,Gertrud Hauffman,Munich,Germany
2428,Hao Deng,Guangzhou,China
2429,Juanita Hernández,Maracay,Venezuela
2430,Rachid Khoury,Kermanshah,Iran
2431,Khadija Isra,Karachi,Pakistan
2432,Clare Lynch,Cork,Ireland
2433,Mohammed Samad,Faisalabad,Pakistan
2434,Amy Brown,Sidney,Australia
2435,Ekwuenme Mensah,Polokwane,South Africa
2436,Fernando Castro,Madrid,Spain
2437,Felipe Jiménez,Bilbao,Spain
2438,Daniel O'Connor,Galway,Ireland
2439,Luca Gallo,Pisa,Italy
2440,Ernst Braun,Berlin,Germany
2441,Olga Guseva,Chelyabinsk,Russia
2442,Park Zhu,Beijing,China
2443,Mordecai Amar,Acre,Israel
2444,Zoe Anderson,Bandung,Indonesia
2445,Laurent Durand,Dijon,France
2446,Mina Smits,Delft,Netherlands
2447,Hyun Jung Chun,Incheon,South Korea
2448,Dominika Kwiatkowski,Kraków,Poland
2449,George Green,Burmingham,United Kingdom
2450,Huseyin Aga,Bursa,Turkey
2451,Eduardo Rivera,Rosario,Argentina
2452,Jens Jensen,Gothenburg,Sweden
2453,Mahmoud Majid,Mashhad,Iran
2454,Miguel García,Bogotá,Colombia
2455,Declan O'Neill,Cork,Ireland
2456,Ping Pan,Shanghai,China
2457,Fergus Scott,Edenburgh,Scotland
2458,Saida Asad,Faisalabad,Pakistan
2459,Hui Ying Wu,Chengdu,China
2460,Ursula Schulz,Hamburg,Germany
2461,Long Li,Guangzhou,China
2462,Zorba Thanos,Thessaloniki,Greece
2463,Hans Buskirk,Delft,Netherlands
2464,Hassan Kharam,Lahore,Pakistan
2465,Enrique Ramírez,Caracas,Venezuela
2466,Joan Carroll,Quebec City,Canada
2467,Killian O'Connor,Dublin,Ireland
2468,Gabriela Castro,Evora,Portugal
2469,Ali Nabil,Karachi,Pakistan
2470,Kari Berg,Helsingborg,Sweden
2471,Karin Olsen,Trondheim,Norway
2472,Lina Sengupta,Jaipur,India
2473,Ramón Rodriguez,Rio de Janeiro,Brazil
2474,Elsa Flores,Maracay,Venezuela
2475,Daisuke Takahashi,Kyoto,Japan
2476,Gertrud Schneider,Hamburg,Germany
2477,Soon Bok Jeong,Daegu,South Korea
2478,Adríana Delgado,Santa Marta,Colombia
2479,Maximilian Braun,Berlin,Germany
2480,Adam Hill,Liverpool,United Kingdom
2481,James Anderson,Melbourne,Australia
2482,Mona Jacobsen,Helsingborg,Sweden
2483,Evangelos Manolas,Athens,Greece
2484,Stanislav Solovyov,Odesa,Ukraine
2485,Rachid Majid,Giza,Egypt
2486,Hugo Alonso,Porto,Portugal
2487,Gwandoya Boroto,Pretoria,South Africa
2488,Aileen Doyle,Limerick,Ireland
2489,James Turner,London,United Kingdom
2490,Gretta Berg,Bergen,Norway
2491,Jay Thompson,Melbourne,Australia
2492,Chloé Mertens,Leuven,Belgium
2493,Martyna Mazur,Kraków,Poland
2494,Katia Hernández,Puebla,Mexico
2495,Fernando Ruiz,Isla Ratón,Venezuela
2496,Lina Gerard,Namur,Belgium
2497,Abdullah Amin,Alexandria,Egypt
2498,Colette Moreau,Paris,France
2499,Eugène Dubois,Nice,France
2500,Marcel Dudek,Warsaw,Poland
2501,Said Hashim,Giza,Egypt
2502,Moon Chang,Daegu,South Korea
2503,Hadassah Azulai,Jerusalem,Israel
2504,Yoshio Ito,Kyoto,Japan
2505,Pranav Chauhan,Mumbai,India
2506,Inès Dupont,Namur,Belgium
2507,Mustapha Majid,Cairo,Egypt
2508,Silvia Suárez,Rio de Janeiro,Brazil
2509,Ambrosia Manikas,Corinth,Greece
2510,Miguel Domínguez,Manaus,Brazil
2511,Min Ju Kwan,Seoul,South Korea
2512,Juan Álvarez,São Paulo,Brazil
2513,Eliana Katz,Jerusalem,Israel
2514,Jorge Blanco,Porto,Portugal
2515,Sarah Scott,Glasgow,Scotland
2516,Emma Murphy,Dublin,Ireland
2517,Inés Gutiérrez,Lisbon,Portugal
2518,Fabrizio De Luca,Bologna,Italy
2519,Brendan McKay,Aberdeen,Scotland
2520,Sarah Fischer,Berlin,Germany
2521,Marina Guseva,Odesa,Ukraine
2522,Joo Yang,Incheon,South Korea
2523,Eva Smirnova,Samara,Russia
2524,Chloé Timmermans,Leuven,Belgium
2525,Ho Zhu,Chengdu,China
2526,Stacy James,New York City,United States
2527,Yoko Yoshida,Kyoto,Japan
2528,Clara Verhoeven,Brussels,Belgium
2529,Mi Hi Chun,Busan,South Korea
2530,Juanita Guzmán,Mendoza,Argentina
2531,Luca Ricci,Florence,Italy
2532,Ivar Johannessen,Stockholm,Sweden
2533,Jack Thompson,Newcastle,Australia
2534,Elizabeth Evans,Liverpool,United Kingdom
2535,Marina Zaytseva,Saint Petersburg,Russia
2536,Minsu Song,Seoul,South Korea
2537,Joan McKay,Glasgow,Scotland
2538,Graciela Medina,Guayana City,Venezuela
2539,Daniela Díaz,Barcelona,Spain
2540,Hideo Murakami,Tokyo,Japan
2541,Chase Owens,Chicago,United States
2542,Saida Turk,Tabriz,Iran
2543,Eduardo Pena,Buenos Aires,Argentina
2544,Pieter Vos,Rotterdam,Netherlands
2545,Angelo Sella,Pisa,Italy
2546,Miguel Jiménez,Madrid,Spain
2547,Sergio Chávez,Rosario,Argentina
2548,Amy Williams,Bandung,Indonesia
2549,Dara Eliad,Jerusalem,Israel
2550,Neil Cartwright,Vancouver,Canada
2551,Igor Sokolov,Kyiv,Ukraine
2552,Finn Nilsen,Stavanger,Norway
2553,Tracy Ryan,Cork,Ireland
2554,Esteban Rodriguez,Madrid,Spain
2555,Doreen Morrison,Glasgow,Scotland
2556,Tova Segel,Acre,Israel
2557,Emir Basturk,Izmir,Turkey
2558,Kenzo Sato,Tokyo,Japan
2559,Tareq Hariri,Multan,Pakistan
2560,Silvia Suárez,Porto,Portugal
2561,Makoto Watanabe,Osaka,Japan
2562,Susan Stevens,Chicago,United States
2563,Maxime Goosens,Namur,Belgium
2564,Amani Nayar,Chennai,India
2565,Isidoro Flores,Isla Ratón,Venezuela
2566,Esteban Pérez,Porto,Portugal
2567,Saida Aziz,Giza,Egypt
2568,Vincent Bernard,Bordeaux,France
2569,Carol Rodriguez,Braga,Portugal
2570,Juan Gómez,Evora,Portugal
2571,Karima Turk,Alexandria,Egypt
2572,Safiya Suleiman,Alexandria,Egypt
2573,Saida Kharam,Alexandria,Egypt
2574,Charlotte Robertson,Glasgow,Scotland
2575,Elissa Zervas,Corinth,Greece
2576,Javier Castro,Madrid,Spain
2577,Aditya Tambe,Chennai,India
2578,Nathan Lambert,Brussels,Belgium
2579,Hoda Mansoor,Luxor,Egypt
2580,Alice Baker,Calgary,Canada
2581,Kibwe Buthelezi,Cape Town,South Africa
2582,Mikołaj Nowak,Warsaw,Poland
2583,Ali Nur,Cairo,Egypt
2584,Kazuko Ogawa,Yokohama,Japan
2585,Nazli Özdemir,Bursa,Turkey
2586,Jorge Blanco,São Paulo,Brazil
2587,Jay Thomas,Jakarta,Indonesia
2588,Jack White,Newcastle,Australia
2589,Lisbeth Halvorsen,Bergen,Norway
2590,Maricruz Ramírez,Mérida,Mexico
2591,Alessandro Cancellara,Pisa,Italy
2592,Ravid Klein,Petah Tikva,Israel
2593,Karima Majid,Faisalabad,Pakistan
2594,Édith Roux,Paris,France
2595,Finn Karlsen,Gothenburg,Sweden
2596,Hoda Samad,Faisalabad,Pakistan
2597,Vladimir Petrov,Odesa,Ukraine
2598,Patrick Martin,Sidney,Australia
